AIS	
AERONAUTICAL INFORMATION SERVICES
Aerodrome / Heliport in Europe/Greenland
Master gUID	Identifier of Aerodrome	Responsible State	Name of Aerodrome	ICAO Code	IATA Code	Type	(d)Operation code	ARP latitude	ARP Longitude	Datum	Served city	Working hours	Effective date	Originator	System Remark
400004875275682	LEFC	SPAIN	HELIPUERTO DEL CEDEFO DE COLMENAR (MALAGA) (HLP)	LEFC	 	HP	 	365444N	0042124W	WGE	 	 	28/11/2024	ENAIRE	 
400004770451522	LEFE	SPAIN	HELIPUERTO DEL HOSPITAL DE FORMENTERA ( MALLORCCA)	LEFE	 	HP	 	384228N	0012606E	WGE	 	 	23/01/2025	ENAIRE	 
400003505180102	LEFI	SPAIN	HELIPUERTO FINCA RETUERTA (VALLADOLID)	LEFI	 	HP	 	413701N	0042446W	WGE	 	 	21/05/2020	ENAIRE	 
329850730	LEFM	SPAIN	FUENTEMILANOS	LEFM	 	AD	 	405319N	0041415W	WGE	FUENTEMILANOS (SEGOVIA)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400002966811372	LEFO	SPAIN	HELIPUERTO DEL CEDEFO DE PUERTO LOBO (GRANADA) (HEL)	LEFO	 	HP	 	371419N	0033206W	WGE	 	 	23/01/2025	ENAIRE	 
400004178427634	LEFP	SPAIN	HELIPUERTO DE PLASENCIA FORESTAL (HUESCA) (HLP)	LEFP	 	HP	 	421225N	0003406W	WGE	 	 	05/09/2024	ENAIRE	 
400003503628746	LEFR	SPAIN	FIRA M2 L' HOSPITALET (BARCELONA)	LEFR	 	HP	 	412114N	0020745E	WGE	 	 	23/01/2025	ENAIRE	 
400003673656812	LEFS	SPAIN	HELIPUERTO FORTALESA DE SANT JULIA DE RAMIS (GIRONA)	LEFS	 	HP	 	420151N	0025056E	WGE	 	 	23/01/2025	ENAIRE	 
400005193196309	LEFU	SPAIN	AERODROMO FUENTE OBEJUNA (CORDOBA)	LEFU	 	AD	 	381654N	0052400W	WGE	 	 	23/01/2025	ENAIRE	 
761674808	LEGA	SPAIN	GRANADA/ARMILLA	LEGA	 	AD	 	370800N	0033809W	WGE	GRANADA	TIMSH	13/07/2023	ENAIRE	please obtain current usage data from dedicated report
329807135	LEGC	SPAIN	ALTAREJOS-GUADALCANAL (SEVILLA)	LEGC	 	AD	 	381018N	0054423W	WGE	GUADALCANAL (SEVILLA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
329807233	LEGD	SPAIN	HELIPUERTO C.I. GUADRAMIRO (SALAMANCA)	LEGD	 	HP	 	410039N	0062840W	WGE	 	 	22/05/2020	ENAIRE	please obtain current usage data from dedicated report
4588070	LEGE	SPAIN	GIRONA	LEGE	GRO	AD	 	415403N	0024538E	WGE	GIRONA	H24	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400005734140363	LEGG	SPAIN	HIDROPUERTO LUIS MINGORANCE (BADAJOZ)	LEGG	 	HP	 	384645N	0060948W	WGE	 	 	17/04/2025	ENAIRE	 
400003505143966	LEGH	SPAIN	HELIPUERTO DE GUADALUPE (CACERES)	LEGH	 	HP	 	393540N	0061220W	WGE	 	 	28/11/2024	ENAIRE	 
400003798067096	LEGI	SPAIN	AERODROMO LA GINETA (ALBACETE)	LEGI	 	AD	 	390621N	0020058W	WGE	 	 	28/01/2021	ENAIRE	 
400003292501060	LEGL	SPAIN	HELIPUERTO DE GALAROZA (HUELVA	LEGL	 	HP	 	375526N	0064112W	WGE	 	 	23/01/2025	ENAIRE	 
400003505144059	LEGM	SPAIN	HELIPUERTO DE LA MORGAL (ASTURIAS)	LEGM	 	HP	 	432611N	0054951W	WGE	 	 	21/05/2020	ENAIRE	 
400003505143973	LEGO	SPAIN	HELIPUERTO DE EL CIEGO (ALAVA)	LEGO	 	HP	 	423058N	0023816W	WGE	 	 	03/04/2025	ENAIRE	 
800001719935914	LEGP	SPAIN	CERRO LINDO (CACERES)	LEGP	 	AD	 	393538N	0061222W	WGE	 	 	28/11/2024	ENAIRE	 
4588124	LEGR	SPAIN	GRANADA/FEDERICO GARCIA LORCA. GRANADA-JAEN	LEGR	GRX	AH	 	371119N	0034638W	WGE	GRANADA	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
329807257	LEGS	SPAIN	HELIPUERTO PARQUE DE GARRAF-SITGES	LEGS	 	HP	 	411626N	0015453E	WGE	GARRAF-SITGES (BARCELONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
4588064	LEGT	SPAIN	MADRID/GETAFE	LEGT	 	AD	 	401739N	0034325W	WGE	MADRID	TIMSH	16/05/2024	ENAIRE	please obtain current usage data from dedicated report
329850739	LEGU	SPAIN	GUADALUPE (CACERES)	LEGU	CCX	AD	 	392044N	0051152W	WGE	ALIA 12 KM N	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
329807153	LEGV	SPAIN	CAMPO GAVIOTA	LEGV	 	HP	 	432630N	0024513W	WGE	CAMPO GAVIOTA (VIZCAYA)	 	25/09/2008	ENAIRE	please obtain current usage data from dedicated report
360156704	LEGY	SPAIN	GARRAY (SORIA)	LEGY	 	AD	 	414917N	0022836W	WGE	GARRAY (SORIA)	 	03/10/2024	ENAIRE	please obtain current usage data from dedicated report
400004178427524	LEGZ	SPAIN	AERODROMO DE ORGAZ (TOLEDO)	LEGZ	 	AD	 	394136N	0035605W	WGE	 	 	28/11/2024	ENAIRE	 
329807259	LEHA	SPAIN	HOSPITAL ALCORCON	LEHA	 	HP	 	402059N	0035018W	WGE	ALCORCON (MADRID)	 	17/04/2025	ENAIRE	please obtain current usage data from dedicated report
329807168	LEHB	SPAIN	HOSPITAL UNIVERSITARIO DE BELLVITGE (BARCELONA)	LEHB	 	HP	 	412045N	0020629E	WGE	BARCELONA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
92577518	LEHC	SPAIN	HUESCA/PIRINEOS	LEHC	HSK	AD	 	420451N	0001924W	WGE	HUESCA	TIMSH	15/05/2025	ENAIRE	please obtain current usage data from dedicated report
400003611521776	LEHD	SPAIN	HELIPUERTO DAROCA FORESTAL (ZARAGOZA) (HLP)	LEHD	 	HP	 	410755N	0012512W	WGE	 	 	26/12/2024	ENAIRE	 
329807245	LEHE	SPAIN	HELIPUERTO AVINCIS (ALBACETE)	LEHE	 	HP	 	390416N	0015004W	WGE	ALBACETE	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
329825959	LEHG	SPAIN	HOSPITAL GENERAL DE CATALUNYA (BARCELONA)	LEHG	 	HP	 	412825N	0020233E	WGE	BARCELONA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003504276624	LEHH	SPAIN	HELIPUERTO SANITARIO DEL HOSPITAL DEL HENARES (MADRID)	LEHH	 	HP	 	402510N	0033156W	WGE	 	 	17/04/2025	ENAIRE	 
101003406139783	LEHI	SPAIN	HOSPITAL DE IGUALADA	LEHI	 	HP	 	413518N	0013715E	WGE	IGUALADA (BARCELONA)	 	23/01/2025	ENAIRE	 
329831208	LEHJ	SPAIN	HOSPITAL UNIVERSITARIO JOAN XXIII (TARRAGONA)	LEHJ	 	HP	 	410732N	0011417E	WGE	TARRAGONA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400004427825367	LEHK	SPAIN	HELIPUERTO DE VILAMAIOR (ORENSE) (HLP)	LEHK	 	HP	 	415826N	0072357W	WGE	 	 	26/12/2024	ENAIRE	 
400003505143978	LEHL	SPAIN	HELIPUERTO DE EL MAILLO (SALAMANCA)	LEHL	 	HP	 	403417N	0061324W	WGE	 	 	22/05/2020	ENAIRE	 
329829966	LEHM	SPAIN	HOSPITAL GENERAL DE MANRESA (BARCELONA)	LEHM	 	HP	 	414312N	0015026E	WGE	MANRESA (BARCELONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003408992994	LEHN	SPAIN	HELIPUERTO DE SIERRA NEVADA (GRANADA) (HLP)	LEHN	 	HP	 	365254N	0032408W	WGE	 	 	23/01/2025	ENAIRE	 
400003505144071	LEHO	SPAIN	HELIPUERTO DE SAHECHORES (LEON)	LEHO	 	HP	 	423712N	0051133W	WGE	 	 	21/05/2020	ENAIRE	 
400003408993098	LEHP	SPAIN	HELIPUERTO PORT AVENTURA (TARRAGONA)	LEHP	 	HP	 	410543N	0010916E	WGE	 	 	23/01/2025	ENAIRE	 
400003408993081	LEHR	SPAIN	HELIPUERTO DE LA BASE DE BRICA DE CARTAMA (MALAGA) (HLP)	LEHR	 	HP	 	364320N	0044211W	WGE	 	 	28/11/2024	ENAIRE	 
101002380405576	LEHS	SPAIN	HOSPITAL CRUCES DE BARACALDO	LEHS	 	HP	 	431654N	0025907W	WGE	BARACALDO (VIZCAYA)	 	26/12/2024	ENAIRE	 
400003504276631	LEHT	SPAIN	HELIPUERTO SANITARIO HOSPITAL DEL TAJO (MADRID)	LEHT	 	HP	 	400331N	0033641W	WGE	 	 	17/04/2025	ENAIRE	 
400003505180045	LEHU	SPAIN	HELIPUERTO DEL HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS	LEHU	 	HP	 	432238N	0054935W	WGE	 	 	26/12/2024	ENAIRE	 
400003504276351	LEHV	SPAIN	HELIPUERTO NUEVO HOSPITAL DE VIGO (PONTEVEDRA)	LEHV	 	HP	 	421116N	0084251W	WGE	 	 	26/12/2024	ENAIRE	 
400003505180122	LEHY	SPAIN	HELIPUERTO HOYOS (CACERES)	LEHY	 	HP	 	401014N	0064227W	WGE	 	 	21/05/2020	ENAIRE	 
400003408993003	LEHZ	SPAIN	HELIPUERTO DEL HOSPITAL DE JEREZ (CADIZ) (HLP)	LEHZ	 	HP	 	364157N	0060907W	WGE	 	 	26/12/2024	ENAIRE	 
400003505144089	LEIA	SPAIN	HELIPUERTO DE VALENCIA DE ALCANTARA (CACERES)	LEIA	 	HP	 	392716N	0071318W	WGE	 	 	21/05/2020	ENAIRE	 
4588146	LEIB	SPAIN	IBIZA	LEIB	IBZ	AD	 	385222N	0012223E	WGE	IBIZA	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400003505144035	LEIC	SPAIN	HELIPUERTO C.I. COCA (SEGOVIA)	LEIC	 	HP	 	411324N	0043022W	WGE	 	 	28/11/2024	ENAIRE	 
329850949	LEIG	SPAIN	IGUALADA-ODENA	LEIG	 	AD	 	413503N	0013910E	WGE	IGUALADA-ODENA (BARCELONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003798067092	LEIJ	SPAIN	AERODROMO DE CORTIJO PUERTO (BADAJOZ)	LEIJ	 	AD	 	385616N	0061558W	WGE	 	 	28/01/2021	ENAIRE	 
400002599442232	LEIL	SPAIN	HELIPUERTO EL CABRIL (CORDOBA)	LEIL	 	HP	 	380434N	0052453W	WGE	 	 	05/09/2024	ENAIRE	 
400003505144007	LEIN	SPAIN	HELIPUERTO C.I. PORTOMARIN (LUGO)	LEIN	 	HP	 	424848N	0073710W	WGE	 	 	26/12/2024	ENAIRE	 
400003408993001	LEIO	SPAIN	HELIPUERTO DE VILLAVICIOSA (CORDOBA) (HLP)	LEIO	 	HP	 	380431N	0050012W	WGE	 	 	05/09/2024	ENAIRE	 
400002102964622	LEIR	SPAIN	AERODROMO AIR MARUGAN (SEGOVIA)	LEIR	 	AD	 	405438N	0042211W	WGE	 	 	28/11/2024	ENAIRE	 
400003408992832	LEIS	SPAIN	AERODROMO DE BINISSALEM (MALLORCA	LEIS	 	AD	 	394056N	0025252E	WGE	 	 	23/01/2025	ENAIRE	 
400003505144011	LEIT	SPAIN	HELIPUERTO C.I. MANCHITA (BADAJOZ)	LEIT	 	HP	 	384929N	0060140W	WGE	 	 	22/05/2020	ENAIRE	 
329835350	LEIU	SPAIN	IURRETA (BIZCAIA)	LEIU	 	HP	 	431055N	0023847W	WGE	 	 	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400004671569403	LEIV	SPAIN	HELIPUERTO BASE DE EXTINCION DE INCENDIO DE TIRIG CASTELLON	LEIV	 	HP	 	402415N	0000353E	WGE	 	 	23/01/2025	ENAIRE	 
329851036	LEIZ	SPAIN	LA PERDIZ-TORRE DE JUAN ABAD (CIUDAD REAL)	LEIZ	 	AD	 	383047N	0032152W	WGE	 	 	05/09/2024	ENAIRE	please obtain current usage data from dedicated report
400003505143971	LEJA	SPAIN	HELIPUERTO DE JARANDILLA DE LA VERA (CACERES)	LEJA	 	HP	 	400721N	0053915W	WGE	 	 	22/05/2020	ENAIRE	 
329833620	LEJC	SPAIN	HOTEL REY JUAN CARLOS I	LEJC	 	HP	 	402026N	0020629E	WGE	BARCELONA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003505180041	LEJD	SPAIN	HELIPUERTO DEL HOSPITAL SANT JOAN DE DEU (BARCELONA)	LEJD	 	HP	 	412304N	0020610E	WGE	 	 	23/01/2025	ENAIRE	 
400003503548443	LEJE	SPAIN	AERODROMO JUAN ESPADAFOR (GRANADA)	LEJE	 	AD	 	370522N	0034718W	WGE	 	 	23/01/2025	ENAIRE	 
400005498028984	LEJF	SPAIN	AERODROMO DE SON ALBERTI (MALLORCA)	LEJF	 	AD	 	392402N	0025138E	WGE	 	 	23/01/2025	ENAIRE	 
400003505180106	LEJI	SPAIN	HELIPUERTO HOSPITAL NACIONAL DE PARAPLEJICOS DE TOLEDO	LEJI	 	HP	 	395232N	0040259W	WGE	 	 	28/11/2024	ENAIRE	 
400003504276640	LEJL	SPAIN	HELIPUERTO HOSPITAL GERMANS TRIAS I PUJOL (BARCELONA) (HLP)	LEJL	 	HP	 	412847N	0021419E	WGE	 	 	23/01/2025	ENAIRE	 
400003408993007	LEJN	SPAIN	HELIPUERTO DEL HOSPITAL UNIVERSITARI SANT JOAN DE REUS	LEJN	 	HP	 	410841N	0010730E	WGE	 	 	23/01/2025	ENAIRE	 
4588088	LEJR	SPAIN	JEREZ	LEJR	XRY	AD	 	364441N	0060336W	WGE	JEREZ DE LA FRONTERA	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
329807268	LEJT	SPAIN	HOSPITAL DOCTOR JOSEP TRUETA (GIRONA)	LEJT	 	HP	 	415952N	0024917E	WGE	GIRONA	 	28/01/2021	ENAIRE	please obtain current usage data from dedicated report
329851009	LEJU	SPAIN	LA JULIANA	LEJU	 	AD	 	371743N	0060948W	WGE	LA JULIANA (SEVILLA)	 	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
329850988	LELA	SPAIN	LA CALDERERA	LELA	 	AD	 	384451N	0033059W	WGE	VALDEPENAS (CIUDAD REAL)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400003505143985	LELB	SPAIN	HELIPUERTO DE ALBENDEA (CUENCA)	LELB	 	HP	 	402831N	0022301W	WGE	 	 	26/12/2024	ENAIRE	 
4588096	LELC	SPAIN	MURCIA/SAN JAVIER	LELC	MJV	AD	 	374630N	0004845W	WGE	MURCIA	TIMSH	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400003590792917	LELD	SPAIN	HELIPUERTO BASE C.I. DE VALDEMORILLO (MADRID)	LELD	 	HP	 	403105N	0040506W	WGE	 	 	03/04/2025	ENAIRE	 
400002599442129	LELE	SPAIN	HELIPUERTO C.I. DE CALERA DE LEON (BADAJOZ)	LELE	 	HP	 	380650N	0062036W	WGE	 	 	22/05/2020	ENAIRE	 
400002169464834	LELG	SPAIN	AERODROMO LOS GARRANCHOS-SAN JAVIER (MURCIA)	LELG	 	AD	 	375049N	0005246W	WGE	 	 	28/11/2024	ENAIRE	 
329807121	LELH	SPAIN	ALHAMA DE MURCIA	LELH	 	AD	 	374456N	0011804W	WGE	ALHAMA DE MURCIA (MURCIA)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400002169461966	LELI	SPAIN	AERODROMO EL MOLINILLO (BADAJOZ)	LELI	 	AD	 	384424N	0062332W	WGE	 	 	23/01/2025	ENAIRE	 
400004612504807	LELK	SPAIN	HELIPUERTO DE LOMBA (A CORUNA)	LELK	 	HP	 	425809N	0085208W	WGE	 	 	26/12/2024	ENAIRE	 
18879932	LELL	SPAIN	SABADELL	LELL	QSA	AD	 	413115N	0020618E	WGE	SABADELL	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400004178853289	LELM	SPAIN	HELIPUERTO DE ALHAMA DE ALMERIA (ALMERIA) (HLP)	LELM	 	HP	 	365735N	0023224W	WGE	 	 	04/11/2021	ENAIRE	 
4588154	LELN	SPAIN	LEON	LELN	LEN	AD	 	423519N	0053922W	WGE	LEON	TIMSH	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
761674816	LELO	SPAIN	LOGRONO/AGONCILLO	LELO	 	HP	 	422715N	0021915W	WGE	AGONCILLO (LOGRONO)	TIMSH	14/07/2022	ENAIRE	please obtain current usage data from dedicated report
400002222603412	LELR	SPAIN	HELIPUERTOBASE C.I. DE LAS ROZAS	LELR	 	HP	 	403113N	0035258W	WGE	 	 	17/04/2025	ENAIRE	 
400003505144061	LELS	SPAIN	HELIPUERTO DE LAS CASILLAS (SEGOVIA)	LELS	 	HP	 	432611N	0054951W	WGE	 	 	28/11/2024	ENAIRE	 
329851039	LELT	SPAIN	LILLO	LELT	 	AD	 	394301N	0031914W	WGE	LILLO (TOLEDO)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400003504276261	LELU	SPAIN	MILUCE (NAVARRA)	LELU	 	HP	 	424901N	0014045W	WGE	 	 	26/12/2024	ENAIRE	 
400003504276636	LELV	SPAIN	HELIPUERTO SANITARIO HOSPITAL INFANTA LEONOR DE VALLECAS	LELV	 	HP	 	402312N	0033657W	WGE	 	 	17/04/2025	ENAIRE	 
400000585942311	LEMB	SPAIN	HELICOPTEROS SANITARIOS DE MARBELLA (MALAGA)	LEMB	 	HP	 	363041N	0045657W	WGE	 	 	28/11/2024	ENAIRE	 
4588082	LEMD	SPAIN	MADRID/ADOLFO SUAREZ MADRID-BARAJAS	LEMD	MAD	AD	 	402820N	0033339W	WGE	MADRID	H24	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400003067561979	LEME	SPAIN	HELIPUERTO DE ES MERCADAL (MENORCA)	LEME	 	HP	 	395806N	0040537E	WGE	 	 	23/01/2025	ENAIRE	 
329851059	LEMF	SPAIN	MAFE-GIBRALEON	LEMF	 	AD	 	372144N	0065519W	WGE	MAFE-GIBRALEON (HUELVA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
4588080	LEMG	SPAIN	MALAGA/COSTA DEL SOL	LEMG	AGP	AD	 	364030N	0042957W	WGE	MALAGA	H24	15/05/2025	ENAIRE	please obtain current usage data from dedicated report
4588078	LEMH	SPAIN	MENORCA	LEMH	MAH	AD	 	395145N	0041307E	WGE	MAHON	TIMSH	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400002880304749	LEMI	SPAIN	MURCIA/AEROPUERTO DE LA REGION DE MURCIA	LEMI	RMU	AH	 	374811N	0010729W	WGE	MURCIA	OTHER	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400003408992926	LEMJ	SPAIN	HELIPUERTO DE LOS MORALILLOS EN JEREZ DEL MARQUESADO(GRANADA	LEMJ	 	AH	 	371101N	0031024W	WGE	 	 	23/01/2025	ENAIRE	 
400004178427587	LEMK	SPAIN	MARTINAMATOS (TOLEDO)	LEMK	 	AD	 	400558N	0041740W	WGE	 	 	28/11/2024	ENAIRE	 
400004178427552	LEML	SPAIN	AERODROMO EL MEMBRILLAR (BADAJOZ)	LEML	 	AD	 	392332N	0044414W	WGE	 	 	04/11/2021	ENAIRE	 
329807241	LEMN	SPAIN	HELI MONTSIA - AMPOSTA (TARRAGONA)	LEMN	 	HP	 	403955N	0003349E	WGE	AMPOSTA (TARRAGONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
761674845	LEMO	SPAIN	SEVILLA/MORON	LEMO	OZP	AD	 	371029.7N	0053657.4W	WGE	SEVILLA	H24	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
329851051	LEMP	SPAIN	LOS MARTINEZ DEL PUERTO (MURCIA)	LEMP	 	AD	 	375006N	0010551W	WGE	LOS MARTINEZ DEL PUERTO (MURCIA)	 	17/04/2025	ENAIRE	please obtain current usage data from dedicated report
400004331829235	LEMQ	SPAIN	HELIPUERTO DE A MERCA (ORENSE) (HLP)	LEMQ	 	HP	 	421557N	0075642W	WGE	 	 	26/12/2024	ENAIRE	 
329851021	LEMR	SPAIN	LA MORGAL	LEMR	 	AD	 	432550N	0054959W	WGE	LUGO DE LLANERA (ASTURIAS)	 	26/12/2024	ENAIRE	please obtain current usage data from dedicated report
329850967	LEMS	SPAIN	MANRESA	LEMS	 	AD	 	414552N	0015144E	WGE	 	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
329807188	LEMT	SPAIN	CASARRUBIOS DEL MONTE	LEMT	 	AD	 	401406N	0040135W	WGE	EL ALAMO (TOLEDO)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
329850975	LEMU	SPAIN	MUCHAMIEL	LEMU	 	AD	 	382624N	0002826W	WGE	MUTXAMEL (ALICANTE)	 	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
400004493692138	LEMV	SPAIN	HELIPUERTO EVENTUAL DEL PARC DE BOMBERS DE MACANET DE LA SEL	LEMV	 	HP	 	414646N	0024508E	WGE	 	 	23/01/2025	ENAIRE	 
329851012	LEMX	SPAIN	LA MANCHA (TOLEDO)	LEMX	 	AD	 	393344N	0031459W	WGE	 	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400002169472486	LEMY	SPAIN	AERODROMO MERIDA-ROYANEJOS (BADAJOZ)	LEMY	 	AD	 	385848N	0062043W	WGE	 	 	21/05/2020	ENAIRE	 
400002169432990	LEMZ	SPAIN	AERODROMO DE MAZARICOS (A CORUNA)	LEMZ	 	AD	 	425858N	0090019W	WGE	 	 	26/12/2024	ENAIRE	 
329807159	LENA	SPAIN	BENABARRE	LENA	 	AD	 	420122N	0002856E	WGE	BENABARRE (HUESCA)	 	26/12/2024	ENAIRE	please obtain current usage data from dedicated report
400005354853382	LENB	SPAIN	HELIPUERTO DEL CEDEFO DE NAVALCABALLO (JAEN) (HLP)	LENB	 	HP	 	381814N	0023526W	WGE	 	 	23/01/2025	ENAIRE	 
400003799654825	LENC	SPAIN	HELIPUERTO DEL HOSPITAL LA LINEA DE LA CONCEPCION	LENC	 	HP	 	361031N	0052109W	WGE	 	 	26/12/2024	ENAIRE	 
400002868803429	LENE	SPAIN	AERODROMO LA CAMINERA (CIUDAD REAL)	LENE	 	AD	 	384011N	0031812W	WGE	 	 	03/04/2025	ENAIRE	 
400002599442116	LENF	SPAIN	AERODROMO MONFORTE DE LEMOS (LUGO)	LENF	 	AD	 	423250N	0073109W	WGE	 	 	03/04/2025	ENAIRE	 
400003505144005	LENG	SPAIN	HELIPUERTO C.I. PRADOLUENGO (BURGOS)	LENG	 	HP	 	421954N	0031248W	WGE	 	 	26/12/2024	ENAIRE	 
329843656	LENH	SPAIN	NOU HOSPITAL DE MATARO	LENH	 	HP	 	413322N	0022548E	WGE	MATARO (BARCELONA)	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003799654864	LENI	SPAIN	HELIPUERTO BIFOR B EL SERRANILLO (GUADALAJARA) (HLP)	LENI	 	HP	 	403928N	0031023W	WGE	 	 	28/11/2024	ENAIRE	 
329807261	LENM	SPAIN	HOSPITAL CAN MISSES	LENM	 	HP	 	385503N	0012510E	WGE	IBIZA	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400003292501053	LENN	SPAIN	AERODROMO DE LA CENTENERA (JAEN)	LENN	 	AD	 	380654N	0040654W	WGE	 	 	23/01/2025	ENAIRE	 
400003505180104	LENR	SPAIN	HELIPUERTO HOSPITAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR	LENR	 	HP	 	374901N	0005131W	WGE	 	 	03/04/2025	ENAIRE	 
400005354853370	LENS	SPAIN	AERODROMO LA RESINERA (GRANADA	LENS	 	AD	 	365551N	0035008W	WGE	GRANADA	 	23/01/2025	ENAIRE	 
400003505028410	LENT	SPAIN	HELIPUERTO ALCOBA DE LOS MONTES (CIUDAD REAL)	LENT	 	HP	 	391601N	0042926W	WGE	 	 	05/09/2024	ENAIRE	 
400003504276349	LENU	SPAIN	HELIPUERTO NUEVO HOSPITAL DE BURGOS (BURGOS)	LENU	 	HP	 	422142N	0034102W	WGE	 	 	22/05/2020	ENAIRE	 
400003505144023	LENV	SPAIN	HELIPUERTO C.I. DE NAVACERRADA (MADRID)	LENV	 	HP	 	404426N	0040015W	WGE	 	 	17/04/2025	ENAIRE	 
400003504276678	LENY	SPAIN	HOSPITAL DE CERDANYA (GIRONA)	LENY	 	HP	 	422639N	0015548E	WGE	 	 	03/04/2025	ENAIRE	 
400002743778111	LEOA	SPAIN	AERODROMO EL MORAL (BADAJOZ)	LEOA	 	AD	 	382910N	0061549W	WGE	 	 	18/04/2023	ENAIRE	 
400004178427649	LEOB	SPAIN	HELIPUERTO C.I. DE O BARCO (ORENSE) (HLP)	LEOB	 	HP	 	422603N	0065819W	WGE	 	 	26/12/2024	ENAIRE	 
329850986	LEOC	SPAIN	AERODROMO DE OCANA	LEOC	 	AD	 	395615N	0033012W	WGE	OCANA (TOLEDO)	 	28/11/2024	ENAIRE	please obtain current usage data from dedicated report
400004178427607	LEOF	SPAIN	HELIPUERTO DE BOLTANA FORESTAL (HUESCA) (HLP)	LEOF	 	HP	 	422557N	0000533E	WGE	 	 	26/12/2024	ENAIRE	 
400004178427566	LEOH	SPAIN	AERODROMO HOTEL HACIENDA ORAN (SEVILLA)	LEOH	 	AD	 	371150N	0055250W	WGE	 	 	23/01/2025	ENAIRE	 
400004178427522	LEOJ	SPAIN	AERODROMO DE AINSA-COSCOJUELA DE SOBRARBE (HUESCA)	LEOJ	 	AD	 	422053N	0001109E	WGE	 	 	26/12/2024	ENAIRE	 
400002169432770	LEOL	SPAIN	AERODROMO DE LORCA, AGUSTIN NAVARRO (MURCIA)	LEOL	 	AD	 	375538N	0014634W	WGE	 	 	28/11/2024	ENAIRE	 
400003799654807	LEOM	SPAIN	HELIPUERTO DE SA COMA (IBIZA)	LEOM	 	HP	 	385554N	0012453E	WGE	 	 	23/01/2025	ENAIRE	 
400003799654809	LEON	SPAIN	HELIPUERTO DE SERON (ALMERIA) (HLP)	LEON	 	HP	 	372104N	0023034W	WGE	 	 	28/01/2021	ENAIRE	 
400003676088094	LEOO	SPAIN	PARC DE BOMBERS D'OLOT (GIRONA) (HLP)	LEOO	 	HP	 	421125N	0022828E	WGE	 	 	23/01/2025	ENAIRE	 
400004178427605	LEOP	SPAIN	HELIPUERTO COR-COP TOLEDO (TOLEDO) (HLP)	LEOP	 	HP	 	395415N	0040019W	WGE	 	 	28/11/2024	ENAIRE	 
329807255	LEOR	SPAIN	HELIPUERTO DEL PARQUE DE BOMBEROS DE ORRIOLS	LEOR	 	HP	 	420756N	0025414E	WGE	 	 	23/01/2025	ENAIRE	please obtain current usage data from dedicated report
400002124790257	LEOS	SPAIN	LOS OTEROS (LEON)	LEOS	 	AD	 	421959N	0052657W	WGE	 	 	21/05/2020	ENAIRE	 
329850990	LEOT	SPAIN	ONTUR	LEOT	 	AD	 	383701N	0013130W	WGE	ONTUR (ALBACETE)	 	28/01/2021	ENAIRE	please obtain current usage data from dedicated report
4817848	LEPA	SPAIN	PALMA DE MALLORCA	LEPA	PMI	AD	 	393306N	0024420E	WGE	PALMA DE MALLORCA	H24	03/04/2025	ENAIRE	please obtain current usage data from dedicated report
